"Ticket_number","Resolution","AgentID","CPC","FirstContactResolution","FullResolutionTime","ReplyTime","Problem","TicketCreationDate","Satisfaction","Comment"
10416,1,1892,1,1,3,221,"Payment processing","2021-08-03","Good","welldone: services!"
10942,1,1688,6,0,11,211,NA,"2021-07-14","Good","Modo de carrera claro"
11502,1,1319,2,0,3,238,"Wrong password","2021-05-17","Good","efficient agent`s communication"
13006,1,1248,2,0,9,115,"Wrong password","2021-07-20","Good","nice website"
10728,0,1580,2,0,15,735,"Wrong password","2021-07-15","Bad","harsh agent's behavior"
10586,1,2003,2,0,8,170,"Wrong password","2021-08-01","Good","pleasant agent`s behavior"
13361,1,1336,2,0,6,93,"Item do not show","2021-06-14","Good","Service incroyable !!!"
15241,0,1656,4,0,15,536,"Cheating","2021-06-24","Bad","No me gusta la solución,"
13177,1,1967,3,0,7,91,"Wrong password","2021-07-08","Good","jeu clair"
15639,1,1317,1,1,20,648,"Item do not show","2021-07-22","Bad","disappointing process"
11903,NA,1817,2,0,22,801,"Wrong password","2021-05-14","Offered",NA
14200,1,1777,3,0,2,119,"Wrong password","2021-06-12","Good","wonderful solution"
13715,1,1692,2,0,12,617,"Item do not show","2021-07-12","Bad","Expérience en usine"
10493,1,1427,3,0,7,265,"Payment processing","2021-06-07","Good","servicio satisfactorio"
13860,1,1759,2,NA,NA,927,"Item do not show","2021-07-28","Bad","modo de carrera uselless"
13504,NA,2003,3,0,12,818,"Cheating","2021-08-07","Offered",NA
13748,NA,1480,5,0,5,112,"Payment processing","2021-06-10","Offered","N / A"
14825,1,1759,3,0,5,250,"Wrong password","2021-06-07","Good","fast agents communication"
12093,NA,NA,NA,NA,NA,NA,NA,"2019-04-27","Offered",NA
13034,1,1695,3,0,9,149,"Wrong password","2021-07-10","Good","amazing! agents communication"
12018,1,1813,2,0,6,189,"Wrong password","2021-07-14","Good","fantastic agent`s behavior"
12350,0,1390,2,0,11,911,"Cheating","2021-08-13","Bad","bad process"
12928,NA,1287,2,0,4,121,"Wrong password","2021-05-24","Offered",NA
11885,NA,1754,4,0,9,625,"Item do not show","2021-08-17","Offered",NA
10364,1,1427,4,0,8,267,"Payment processing","2021-08-17","Good","¡increíble! Comportamiento del agente"
15670,0,1267,4,0,12,635,"Cheating","2021-05-17","Bad","unrealiable game"
15314,1,1585,4,0,11,268,"Wrong password","2021-08-03","Good","pleasant agent`s behavior"
15242,1,1532,1,1,7,563,"Payment processing","2021-06-06","Bad","inefficient product!"
14892,1,1892,5,0,16,643,"Compromited account","2021-07-06","Bad",NA
13430,NA,1363,NA,0,12,431,"Compromited account",NA,"Offered",NA
14255,1,1583,1,1,NA,143,"Item do not show","2021-05-15","Good","Artículo increíble"
14843,1,1358,1,1,3,247,"Item do not show","2021-08-09","Good","wonderful solution,"
11111,1,1531,2,NA,6,213,"Compromited account","2021-06-12","Good","maravilloso sitio web"
14132,1,1695,3,0,5,69,"Wrong password","2021-06-22","Good","N / A"
13698,1,1754,2,0,14,526,"Wrong password","2021-05-17","Bad","inefficient delivery."
10862,1,1777,4,0,11,207,"Payment processing","2021-06-04","Good","fantastic experience"
13142,NA,1473,NA,1,9,211,"Compromited account","2021-07-01","Offered","N / A"
10514,NA,1480,1,1,3,98,"Wrong password","2021-05-25","Offered",NA
14743,NA,1337,6,0,33,770,"Wrong password","2021-07-12","Offered",NA
12891,NA,2028,1,1,4,1028,"Compromited account","2021-08-18","Offered",NA
13416,1,1341,3,0,18,812,"Payment processing","2021-06-11","Bad","I don't like product"
12649,1,1857,3,0,NA,672,"Wrong password","2021-06-28","Bad","unclear agent"
13226,1,1812,2,0,4,470,"Payment processing",NA,"Bad","No me gusta el producto"
12488,NA,1532,3,0,5,86,"Wrong password","2021-08-04","Offered",NA
13742,1,1926,3,0,19,800,"Item do not show","2021-05-16","Bad","unsatisfactory process"
10682,NA,1340,3,0,8,307,"Payment processing","2021-06-24","Offered",NA
13894,NA,1438,2,0,3,159,"Wrong password","2021-05-13","Offered","N / A"
14854,1,1656,3,0,9,NA,"Item do not show","2021-07-06","Good","great agent's behavior"
13173,1,1692,1,1,5,551,"Payment processing","2021-07-10","Bad","I do not like website"
10341,0,1583,5,0,22,635,"Wrong password","2021-08-13","Bad","slow game"
13133,0,1473,3,0,9,158,"Cheating","2021-07-30","Good","processus précis"
10829,0,1414,1,1,24,822,"Compromited account","2021-07-31","Bad","N / A"
13647,NA,1473,3,0,3,649,"Cheating","2021-05-19","Offered",NA
14419,1,1985,4,0,12,69,"Payment processing","2021-05-26","Good","Servicio de Niza !!!"
10921,1,2028,4,0,19,868,"Item do not show","2021-05-19","Bad","bad agent's communication"
11192,1,1710,2,0,3,120,"Wrong password","2021-05-19","Good","fantastic delivery."
10975,1,1363,4,0,7,174,"Wrong password","2021-07-29","Good","Comportamiento de agentes rápidos"
15317,1,1358,1,1,4,262,"Item do not show","2021-06-30","Good","welldone: solution"
12121,1,1926,3,0,3,202,"Wrong password","2021-06-09","Good","i like product"
13923,NA,1358,3,0,6,663,"Item do not show","2021-06-20","Offered","N / A"
12390,NA,1267,4,0,6,235,"Payment processing","2021-06-14","Offered",NA
14476,1,1414,3,0,3,313,"Wrong password","2021-08-19","Good","good delivery"
13192,0,1473,2,0,3,223,"Compromited account","2021-05-31","Good","good agent`s behavior"
14000,1,1942,2,0,27,544,"Cheating","2021-06-07","Bad","proceso duro"
14754,1,1400,2,0,8,1272,"Payment processing","2021-05-27","Bad","harsh agents communication"
15144,1,1817,1,1,8,571,"Wrong password","2021-07-07","Bad",NA
14912,1,1287,1,1,9,442,"Payment processing",NA,"Bad","disappointing delivery."
10523,1,1899,4,0,3,637,"Payment processing","2021-07-25","Bad","Site Web sévère"
11185,NA,1806,6,0,10,772,"Cheating","2021-05-15","Offered","N / A"
14420,1,1726,1,1,6,139,NA,"2021-08-08","Good","Welldone: comportamiento del agente"
15192,1,1646,1,1,NA,173,NA,"2021-06-30","Good","fast agent's communication"
15143,NA,NA,NA,NA,NA,NA,NA,"2019-03-28","Offered","N / A"
15277,1,1571,2,0,9,378,"Item do not show","2021-08-01","Bad","unreliable service!!!"
13857,1,1777,3,0,6,NA,"Compromited account",NA,"Good","Me gusta la comunicación de los agentes"
11912,1,1532,3,0,12,906,NA,"2021-06-26","Bad","artículo confuso"
15433,1,1566,2,0,6,20,"Item do not show","2021-05-12","Good","clear solution"
11496,1,1384,2,0,3,NA,"Wrong password","2021-07-14","Good","well done service!!!"
13943,NA,1384,4,0,10,821,"Wrong password","2021-07-14","Offered",NA
10173,NA,1648,NA,0,4,160,NA,"2021-06-24","Offered",NA
14495,NA,2028,2,0,11,175,"Compromited account","2021-07-12","Offered","N / A"
13613,1,1692,2,0,5,194,"Payment processing","2021-06-03","Good","good resolution..."
13382,NA,1648,2,0,14,202,"Item do not show","2021-07-22","Offered",NA
13736,1,1287,2,0,4,158,"Wrong password","2021-08-06","Good","fantastic agents communication"
13424,1,1754,3,0,6,549,"Wrong password","2021-06-09","Bad","useless resolution"
10903,NA,1548,3,0,8,164,"Payment processing","2021-05-16","Offered","N / A"
12715,1,1710,2,0,12,85,"Payment processing","2021-07-26","Good","entrega eficiente !!"
10572,NA,1267,3,0,15,88,"Payment processing","2021-07-22","Offered",NA
13550,1,1759,3,0,6,65,"Wrong password","2021-07-16","Good","wonderful resolution..."
13137,1,1746,2,0,NA,362,"Wrong password","2021-06-11","Good","Le comportement de l'agent agréable"
10727,1,1377,4,0,9,238,"Cheating","2021-08-02","Good","pleasant game"
11328,0,1414,3,0,18,899,"Cheating","2021-07-31","Bad","useless process"
13476,NA,1337,1,1,17,506,"Payment processing","2021-07-02","Offered",NA
13634,0,1929,1,1,11,639,"Payment processing","2021-06-06","Bad","unreliable... game"
13664,1,1899,1,1,13,226,"Wrong password","2021-07-22","Good","nice service!!!"
12972,NA,1746,NA,0,11,91,"Payment processing","2021-06-12","Offered","N / A"
11215,NA,1535,NA,1,9,498,"Wrong password","2021-07-12","Offered",NA
13798,1,1287,6,0,5,72,"Payment processing","2021-06-11","Good","useful game"
10175,NA,2003,1,1,25,826,"Wrong password","2021-06-28","Offered",NA
12303,1,1985,1,1,16,865,"Item do not show","2021-07-06","Bad","Je n'aime pas la livraison."
10804,NA,1427,3,0,4,777,"Wrong password","2021-06-15","Offered","N / A"
11405,NA,1532,3,0,2,107,"Item do not show","2021-05-13","Offered","N / A"
11503,1,1496,2,0,10,91,"Payment processing","2021-07-22","Good","well done web-site"
13467,NA,1949,4,0,9,192,"Item do not show","2021-07-14","Offered",NA
11762,NA,1340,2,0,8,NA,"Payment processing","2021-07-22","Offered",NA
15184,1,1267,2,0,26,822,"Item do not show","2021-05-27","Bad","I dont like solution"
12988,NA,1813,2,0,4,230,"Cheating","2021-05-23","Offered","N / A"
12255,1,1949,2,0,16,14,"Payment processing",NA,"Good","nice resolution"
15024,1,1817,3,0,7,943,"Item do not show","2021-08-19","Bad","livraison déroutante."
12744,1,1287,2,0,9,818,"Payment processing","2021-05-19","Bad","sitio web poco claro"
14614,1,1936,1,1,4,341,"Payment processing","2021-06-12","Good","solution utile,"
12219,1,1414,4,0,5,488,"Wrong password","2021-05-30","Bad","unrealiable agent's communication"
12566,1,1267,1,1,7,191,"Wrong password","2021-05-25","Good","¡Servicios de Niza!"
12631,0,1746,3,0,3,184,"Compromited account","2021-06-24","Good","J'aime le comportement de l'agent"
10902,1,1926,5,0,15,207,"Wrong password","2021-05-21","Good","Résolution rapide ..."
13620,1,1817,4,0,13,NA,"Compromited account",NA,"Bad","I dont like process"
13046,NA,1384,NA,0,NA,605,"Compromited account","2021-06-21","Offered",NA
11649,1,1929,2,0,3,63,NA,"2021-06-23","Good","good agent`s behavior"
13554,NA,1340,NA,0,5,286,"Wrong password","2021-07-30","Offered","N / A"
10551,1,1248,3,0,14,744,"Payment processing","2021-06-22","Bad","slow agents behavior"
14481,NA,1666,1,1,11,801,"Payment processing",NA,"Offered",NA
15560,NA,1267,2,0,19,804,"Wrong password","2021-07-31","Offered",NA
12798,1,1384,1,1,3,387,"Wrong password","2021-08-14","Good","well done, delivery."
15540,1,1996,3,0,3,226,"Item do not show","2021-05-23","Good","Services eficieux!"
12706,NA,1746,NA,0,4,114,"Payment processing","2021-06-10","Offered","N / A"
15574,NA,1697,3,0,9,314,NA,"2021-07-26","Offered",NA
11395,NA,1477,2,0,7,221,"Wrong password","2021-07-07","Offered","N / A"
15283,1,1726,2,0,7,71,"Wrong password","2021-05-18","Good","Me gusta el modo de reproductor"
12019,0,1568,5,0,2,193,"Cheating","2021-06-17","Good","Mode de joueur fiable"
15366,1,1770,3,0,NA,33,"Payment processing","2021-06-20","Good",NA
11828,1,1781,2,0,7,201,"Compromited account",NA,"Good","¡Buenos servicios!"
10430,NA,1522,4,0,10,744,"Item do not show","2021-07-05","Offered",NA
11712,1,1400,2,0,4,104,"Item do not show",NA,"Good","precise game"
14218,0,1666,3,0,9,588,"Wrong password",NA,"Bad","disappointing solution,"
10812,NA,1435,4,0,12,210,"Item do not show","2021-07-23","Offered",NA
15339,NA,1503,2,0,7,202,"Item do not show",NA,"Offered",NA
14759,1,1414,4,0,5,171,"Wrong password","2021-07-01","Good","nice agents behavior"
10457,1,1899,2,0,4,183,"Compromited account","2021-07-04","Good","well done service!!!"
11860,NA,1947,2,0,2,56,"Wrong password","2021-07-11","Offered","N / A"
14350,1,1692,5,0,3,315,"Compromited account","2021-08-22","Good","eficient website"
15099,1,1921,2,0,3,90,"Wrong password","2021-08-21","Good","satisfactory delivery."
13627,1,1336,4,0,9,769,"Payment processing","2021-06-18","Bad","disappointing game"
13041,1,1548,2,0,23,620,"Item do not show","2021-05-31","Bad","Services inutiles!"
14316,1,1363,3,0,17,556,"Wrong password","2021-06-24","Bad","Communication de mauvais agents"
12780,1,1726,3,0,14,663,"Item do not show","2021-06-05","Bad","artículo decepcionante"
13579,1,1666,2,0,5,150,"Wrong password","2021-06-01","Good","useful career mode"
13654,NA,1770,2,0,7,711,NA,"2021-07-28","Offered",NA
11203,1,1857,1,1,5,117,"Cheating","2021-06-20","Good","clear website"
12552,NA,1692,NA,1,4,470,"Payment processing","2021-08-09","Offered","N / A"
15564,1,1813,3,0,NA,284,"Payment processing","2021-07-24","Bad","lent ..... Produit"
10363,0,1390,3,0,12,935,"Cheating","2021-05-15","Bad","slow web-site"
11875,1,1340,2,0,2,201,"Wrong password","2021-07-12","Good",NA
11259,1,1400,3,0,7,NA,"Wrong password","2021-06-11","Good","services bien faits"
11942,1,1438,1,1,4,91,"Item do not show","2021-08-22","Good","I like agents communication"
14829,1,1477,1,1,7,27,"Wrong password","2021-08-09","Good","great web-site"
14930,1,1929,3,0,16,524,"Payment processing",NA,"Bad","Je n'aime pas le produit"
12508,NA,1384,5,0,11,723,"Payment processing","2021-06-17","Offered",NA
13118,NA,1473,2,0,15,719,"Item do not show","2021-08-09","Offered",NA
11016,1,1337,4,0,18,964,"Compromited account","2021-07-30","Bad","Resolución dura ..."
12477,NA,1400,3,0,10,136,"Compromited account","2021-05-26","Offered","N / A"
10760,1,1759,3,0,14,964,"Compromited account","2021-07-20","Bad","peu fiable ... jeu"
12743,1,1519,3,0,9,54,"Wrong password","2021-05-30","Good","livraison agréable."
12557,1,1585,2,0,5,846,"Cheating","2021-06-27","Bad","useless services"
10463,1,1319,2,0,2,84,"Item do not show","2021-06-03","Good","fast process"
10694,0,1781,2,0,19,801,"Cheating","2021-05-26","Bad","I dont like player mode"
11214,1,1535,2,0,8,577,"Item do not show","2021-05-19","Bad","Service déroutant !!!"
11782,1,1363,2,NA,23,1015,"Payment processing","2021-05-11","Bad","entrega ineficiente"
14021,1,1719,3,0,19,470,"Wrong password","2021-05-12","Bad","harsh agent`s behavior"
10515,1,1817,3,0,20,619,"Compromited account","2021-08-09","Bad","unreliable... item"
13145,1,1949,2,0,NA,71,"Compromited account","2021-08-23","Good","Services utiles!"
12810,NA,1899,3,0,6,53,"Wrong password","2021-08-01","Offered",NA
12894,1,1892,1,1,NA,163,"Wrong password","2021-07-30","Good","Gran entrega."
12808,1,1985,3,0,5,212,"Item do not show",NA,"Good","Resolución rápida ..."
14180,1,1899,1,1,3,65,NA,"2021-08-11","Good","welldone: resolution"
13963,0,1892,2,0,2,719,"Wrong password","2021-07-03","Bad","slow delivery"
12102,1,1248,1,1,19,806,"Item do not show","2021-06-10","Bad","Services désagréables!"
13601,NA,1719,NA,NA,4,317,"Payment processing","2021-06-03","Offered","N / A"
10605,1,1926,8,0,NA,658,"Payment processing","2021-07-26","Bad","useless services"
12332,0,1360,1,1,12,538,"Compromited account","2021-06-22","Bad","inefficient resolution..."
12895,NA,NA,NA,NA,NA,NA,NA,"2018-02-22","Offered",NA
11251,1,1857,4,0,10,158,"Payment processing","2021-05-31","Good",NA
14852,1,1947,2,0,3,893,"Compromited account","2021-08-13","Bad","unpleasant resolution..."
15012,1,1857,3,0,12,737,"Payment processing","2021-07-20","Bad","I dont like delivery."
13495,1,1384,4,0,6,33,"Item do not show","2021-06-08","Good","quick service!!!"
12656,1,1819,2,0,10,153,"Wrong password","2021-05-16","Good","Comunicación del buen agente"
10820,NA,1427,1,1,22,475,"Wrong password","2021-06-28","Offered",NA
13434,1,1697,2,NA,33,404,"Wrong password","2021-06-02","Bad","No me gusta la resolución"
15054,1,1571,3,0,3,27,"Payment processing","2021-08-18","Good","clear delivery."
11403,1,1813,7,0,5,218,"Item do not show","2021-06-18","Good","Le comportement de l'agent fantastique"
12124,1,1648,1,NA,8,228,"Payment processing",NA,"Good","agente útil"
15597,1,1813,2,0,8,247,"Payment processing","2021-06-25","Good","Livraison claire."
12302,1,1656,5,0,5,158,"Wrong password","2021-08-18","Good","J'aime la livraison !!"
13235,1,1480,4,0,8,101,"Payment processing","2021-07-09","Good","useful service!!!"
12799,NA,1580,3,0,NA,938,"Wrong password","2021-08-04","Offered","N / A"
12410,1,1414,1,1,13,653,"Item do not show","2021-07-07","Bad","confusing product!"
11301,1,1427,2,0,8,383,"Wrong password","2021-06-03","Bad","unreliable... service!!!"
12310,NA,1522,NA,0,11,214,"Wrong password","2021-08-18","Offered",NA
14978,1,1535,3,0,7,852,"Item do not show","2021-05-31","Bad","servicio insatisfactorio"
11976,1,1671,3,0,12,545,"Payment processing","2021-06-19","Bad","harsh agents behavior"
15180,1,1412,3,0,17,456,"Item do not show","2021-06-13","Bad","disappointing web-site"
13251,NA,1336,3,0,3,NA,"Wrong password","2021-08-16","Offered","N / A"
15552,NA,1666,1,1,8,63,"Payment processing","2021-07-09","Offered","N / A"
13851,1,1671,1,1,5,111,"Payment processing","2021-07-28","Good","i like agent`s communication"
11327,1,1248,2,0,13,335,"Wrong password","2021-07-11","Good","reliable agent`s communication"
14398,NA,1336,2,0,5,536,"Payment processing",NA,"Offered",NA
12243,NA,1340,NA,0,3,191,"Wrong password","2021-07-09","Offered",NA
10704,0,1806,2,0,24,636,"Cheating","2021-06-20","Bad","I don't like services"
14272,1,1412,7,0,6,NA,NA,"2021-05-27","Good","welldone: delivery!!"
15318,1,1390,2,0,5,234,"Payment processing","2021-06-10","Good","great service!!!"
12673,NA,1710,2,0,5,312,"Payment processing","2021-05-19","Offered",NA
14468,1,1985,4,0,15,536,"Wrong password","2021-06-29","Bad","confusing service!!!"
14240,1,1435,4,0,6,90,"Compromited account","2021-08-06","Good","i like player mode"
13352,NA,1522,2,0,8,234,"Compromited account","2021-08-03","Offered",NA
12536,1,1531,2,0,4,220,"Wrong password","2021-08-23","Good","precise experience"
13580,NA,1427,2,0,4,61,"Payment processing","2021-05-29","Offered",NA
11429,1,1377,2,0,7,611,"Item do not show","2021-08-05","Bad","inefficient service!!!"
12329,1,1819,3,0,10,84,"Compromited account","2021-07-17","Good","useful solution"
14796,1,1267,2,0,6,58,"Payment processing","2021-06-03","Good","pleasant resolution..."
13573,1,1695,4,0,15,45,"Item do not show","2021-07-24","Good","services merveilleux"
11848,1,1267,3,0,4,20,"Payment processing","2021-05-15","Good","good product!"
15595,NA,1360,2,0,4,188,"Item do not show","2021-08-21","Offered",NA
12066,NA,1929,2,0,6,158,"Payment processing","2021-08-08","Offered","N / A"
15118,1,1746,2,0,4,91,"Item do not show","2021-06-02","Good","quick agent's behavior"
12090,1,1503,1,1,7,95,"Wrong password","2021-07-08","Good","¡Increíble producto!"
15151,NA,1656,3,0,12,731,"Item do not show","2021-08-01","Offered","N / A"
11573,NA,1341,1,1,10,762,"Payment processing","2021-06-09","Offered",NA
10575,0,1819,2,0,8,636,"Wrong password","2021-07-21","Bad","¡Producto poco realable!"
13813,NA,1812,3,0,4,29,"Payment processing","2021-06-24","Offered",NA
14874,1,1480,2,0,3,61,"Wrong password","2021-06-29","Good","nice product!"
10267,1,1697,3,0,6,362,"Payment processing","2021-05-25","Good","I like product!"
14769,1,1548,2,0,9,976,"Wrong password","2021-08-11","Bad","unsatisfactory agent`s behavior"
15191,0,1967,4,0,14,134,"Compromited account","2021-08-07","Good","wonderful career mode"
10588,NA,1571,5,0,11,230,"Wrong password","2021-06-15","Offered",NA
